"";"orig.ident";"nCount_RNA";"nFeature_RNA";"batches";"dataset";"nCount";"nUMI";"pMito";"pRibo";"pHb";"pChY";"pChX";"pnonXY";"pPCG";"pNCG";"pMito_UMIs";"pRibo_UMIs";"pHb_UMIs";"pChY_UMIs";"pChX_UMIs";"pnonXY_UMIs";"pPCG_UMIs";"pNCG_UMIs";"SEL_nCount";"SEL_nUMI";"SEL_pMito";"SEL_pRibo";"SEL_pHb";"SEL_pChY";"SEL_pChX";"SEL_pnonXY";"SEL_pPCG";"SEL_pNCG";"SEL_pMito_UMIs";"SEL_pRibo_UMIs";"SEL_pHb_UMIs";"SEL_pChY_UMIs";"SEL_pChX_UMIs";"SEL_pnonXY_UMIs";"SEL_pPCG_UMIs";"SEL_pNCG_UMIs";"S.Score";"G2M.Score";"Phase";"metadata_clusters";"clusters";"outlier";"subgroups"
"GSM2877133SIGAG8counts_7422";"GSM2877133SIGAG8counts";19357;3672;"GSM2877133SIGAG8counts";"GSE108097";141,343553089626;61,0163912403872;0,158517003518376;0,602120256829192;0;0;0,180654087940014;0,983546694626423;0,997017275573785;0,0768537386654777;0,0518266910887913;0,151099471303875;0;0;0,172669237538898;0,984979864975795;0,994478444096315;0,103653382177583;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0440544492087566;0,00339353334585296;"G2M";"21";"8";FALSE;"9_GSM2877133SIGAG8counts"
"GSM2877134SIGAH8counts_6522";"GSM2877134SIGAH8counts";27129;4551;"GSM2877134SIGAH8counts";"GSE132042";167,618614718056;67,9485099174368;0,158518554492687;0,631233155123812;0,00843709133828534;0;0,191375104242736;0,981516973605695;0,995344373276054;0,0963824599587462;0,0509812741934582;0,137271281804743;0,0208130180351488;0;0,174134202215418;0,984721930099457;0,994134846772434;0,108147614087175;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,018181988767187;-0,00315562600510681;"G1";"23";"8";FALSE;"9_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_3433";"GSM2877134SIGAH8counts";31023;4560;"GSM2877134SIGAH8counts";"GSE132042";178,921770614981;67,9411510058521;0,153469643974073;0,607433209385242;0,0111780695726724;0,00790408879541169;0,179459372694784;0,983733632103889;0,996307178974979;0,0858603815675123;0,0488161407520123;0,137286150072515;0,0208152723560907;0,0147186202352366;0,171014913150668;0,985158495724642;0,995113712008175;0,0987355061429789;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0249053551042032;0,0127026508593704;"G2M";"23";"8";FALSE;"9_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_2534";"GSM2877134SIGAH8counts";37326;5005;"GSM2877134SIGAH8counts";"GSE132042";196,29569531704;71,2671032103873;0,160694408199979;0,596757562929127;0,0161097657035267;0;0,181190109289524;0,983448089273476;0,997258257410499;0,0736482390581799;0,0505920840478117;0,130124813241238;0,019843847984086;0;0,173562784505743;0,984822806313203;0,993976741057922;0,108689231685873;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,000881780199660273;-0,0240373056593325;"S";"23";"8";FALSE;"9_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_6029";"GSM2877134SIGAH8counts";26416;4243;"GSM2877134SIGAH8counts";"GSE132042";165,317875621483;65,4980915752513;0,168504322050146;0,605288318111662;0;0,00855451086010279;0,169478656478713;0,985496730254401;0,997472106743924;0,0710591040461216;0,0506369683541833;0,14158608705173;0;0,0152676204138115;0,161577306906713;0,986741948869953;0,995795356289831;0,0916057224828689;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0113547474457027;0,00348207177631578;"G2M";"21";"8";FALSE;"9_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_5551";"GSM2877134SIGAH8counts";26222;4185;"GSM2877134SIGAH8counts";"GSE132042";164,678474610375;65,2150289427215;0,156121923798443;0,615596784557765;0,00607243905049505;0;0,182779406706312;0,983153949533891;0,995639299253908;0,0930887279167819;0,0531181488576856;0,14302499292427;0,0153338887709197;0;0,174833231478063;0,984598060718656;0,99339459626526;0,113719162704188;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0409200700628402;0,0394017286100807;"G2M";"23";"8";FALSE;"9_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_3934";"GSM2877134SIGAH8counts";32600;4573;"GSM2877134SIGAH8counts";"GSE132042";183,414830370938;68,1322243875833;0,150798238702628;0,601885605588931;0,010904243653336;0,00771046463098426;0,172755708856411;0,984934522591575;0,995889414269506;0,0904132120518242;0,0529199113616652;0,136901137999373;0,0207568969762101;0,0146773426082687;0,167347453477085;0,985788722510404;0,993949814820513;0,108850086046027;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0327373091844575;0,0439248209565;"G2M";"23";"8";FALSE;"9_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_6202";"GSM2877134SIGAH8counts";24608;4173;"GSM2877134SIGAH8counts";"GSE132042";160,794900416649;65,0307619515564;0,208130985339992;0,582939290989472;0,00879513939004664;0;0,178738353342853;0,983896641443747;0,997540971949254;0,0698092547166352;0,0510008600672104;0,141772050343818;0,015377337893487;0;0,172610189754253;0,984990214364082;0,994665364114449;0,102001720134421;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00446399229760946;-0,0194128224831561;"S";"23";"8";FALSE;"9_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_1756";"GSM2877134SIGAH8counts";27203;4291;"GSM2877134SIGAH8counts";"GSE132042";167,427596291651;65,9772688128267;0,15157092165794;0,618718433538229;0,0119454620641874;0,00597273103209371;0,182437360238957;0,983199336896165;0,996694737391233;0,0803548778400793;0,0525044712742685;0,140557780920037;0,0214348606394291;0,015156735311929;0,172813371273937;0,984837962348944;0,994240246989734;0,106097147183503;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0244463909232024;0,00537792281064674;"G2M";"23";"8";FALSE;"9_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_5671";"GSM2877134SIGAH8counts";11564;2771;"GSM2877134SIGAH8counts";"GSE132042";109,041276588272;53,0565735795292;0,136642424703178;0,639859109807542;0,012969524996603;0;0,186373473135653;0,98247897102755;0,995616971485947;0,0935245747873282;0,0565434176691253;0,17580062985235;0,0188478058897084;0;0,163226787060855;0,986588574830355;0,993763859002749;0,11150512337989;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0495516918978343;-0,043926127965349;"G1";"13";"8";FALSE;"9_GSM2877134SIGAH8counts"
"GSM2877134SIGAH8counts_6639";"GSM2877134SIGAH8counts";11565;2830;"GSM2877134SIGAH8counts";"GSE132042";109,316055545377;53,4883164812653;0,147219700337163;0,647104914117083;0,012936924547063;0,00914778707492696;0,188142205631137;0,982099194812766;0,99471406290733;0,102275368716153;0,0591209046797349;0,173376526044596;0,0264396723510345;0,018695671611767;0,17932258253043;0,983612669325483;0,996323195114258;0,083609585217848;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00529474206876702;-0,056087161064362;"G1";"22";"8";FALSE;"9_GSM2877134SIGAH8counts"
"GSM2906399BoneMarrow2_433";"GSM2906399BoneMarrow2";1473;790;"GSM2906399BoneMarrow2";"Marrow";39,3827373350304;29,086079144498;0,121774966592962;0,444175719318937;0,0879598994267085;0;0,181333978077513;0,983421572060825;0,980795608569804;0,101567343223805;0,0909628038183026;0,311330554151035;0,0687614164172529;0;0,175307902046926;0,98451365631966;0,968779788682552;0,137522832834506;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0310510042246887;-0,0245461549243871;"S";"1";"8";FALSE;"9_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_767";"GSM2906399BoneMarrow2";1328;656;"GSM2906399BoneMarrow2";"Marrow";37,1214223865412;26,3628526529281;0,0851874054619982;0,360414210989674;0,168231646227613;0;0,178690609202404;0,98390531362671;0,984642597592011;0,089345304601202;0,0848188929679971;0,31048812811095;0,0758643241810882;0;0,173827004053253;0,984776204354;0,97375635497229;0,119952028780813;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0292857555196821;0,0474806988891443;"G2M";"11";"8";FALSE;"9_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_94";"GSM2906399BoneMarrow2";2163;940;"GSM2906399BoneMarrow2";"Marrow";47,2652091923859;31,4960314960472;0,08723341536129;0,411886938967953;0,13042180725103;0;0,15832606903501;0,987386882566262;0,986479774535944;0,0969545205291096;0,0777713771047819;0,283980917123532;0,0635000635000953;0;0,152267803133058;0,988339271773126;0,974472562052697;0,130908734522161;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0776268774438483;-0,00515267394095792;"S";"11";"8";FALSE;"9_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_135";"GSM2906399BoneMarrow2";1997;987;"GSM2906399BoneMarrow2";"Marrow";45,7820925690384;32,5576411921994;0,0845960315240515;0,402164942805031;0,0308901031607608;0;0,173370274004504;0,984856714497903;0,978782543354535;0,0926703094822823;0,0686802819743445;0,271265378661519;0,0307147558416976;0;0,1625272110744;0,986704061844471;0,965440558345315;0,118957737857722;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0506384961272711;-0,00921764458951718;"S";"1";"8";FALSE;"9_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_1520";"GSM2906399BoneMarrow2";985;595;"GSM2906399BoneMarrow2";"Marrow";32,1091887160046;25,0399680510978;0,120619159221452;0,453459597106033;0,0984851310986926;0;0,194492550205282;0,980903995258785;0,982879634713049;0,0880877791638621;0,0892999532961366;0,326891502224324;0,0691714463866075;0;0,187317162316339;0,982299486257503;0,975783331507485;0,105661129665403;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0244164120715079;-0,0376601620343112;"S";"1";"8";FALSE;"9_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_1740";"GSM2906399BoneMarrow2";925;661;"GSM2906399BoneMarrow2";"Marrow";31,3209195267317;26,3248931621764;0,149753450112481;0,438931145464429;0,0451523640985731;0;0,159637714203525;0,987175668360943;0,980960439723098;0,0638550856814101;0,0759737176397586;0,326775315441829;0,0379868588198793;0;0,151947435279517;0,988388575870835;0,978115512968666;0,0657951694959769;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0635843703344282;0,0825472019677092;"G2M";"1";"8";FALSE;"9_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_4166";"GSM2906399BoneMarrow2";559;376;"GSM2906399BoneMarrow2";"Marrow";24,1660919471891;19,8746069143518;0,124140883290355;0,430036634310747;0,234082294392261;0;0,143345544770249;0,989672700843325;0,986206235898976;0,101360606759923;0,087148934066119;0,386480385799325;0,087148934066119;0;0,159111456835146;0,987260626331162;0,979537478040568;0,123247204502664;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,030635564227364;0,050162638998783;"G2M";"11";"8";FALSE;"9_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_511";"GSM2906399BoneMarrow2";1553;814;"GSM2906399BoneMarrow2";"Marrow";40,2367990774614;29,3428015022424;0,108331155645587;0,449417988871644;0;0;0,189273830932786;0,981924343788271;0,982553177886532;0,0994114862939133;0,096392538542376;0,300985605128839;0;0;0,189748901869664;0,981832650831727;0,97411325410522;0,113030270477137;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00407653620911683;-0,00182703491074834;"G1";"3";"8";FALSE;"9_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_2818";"GSM2906399BoneMarrow2";650;464;"GSM2906399BoneMarrow2";"Marrow";26,1725046566048;22,1810730128188;0,0854357657716761;0,490791108730343;0,0382080359950435;0;0,147979087100097;0,98899049023791;0,975615097012263;0,0661782596008358;0,0901669634667432;0,374491525189856;0,0450834817333716;0;0,14256648712805;0,989785227586251;0,973218614466819;0,0637576713063338;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0404044388440581;-0,00746597335350696;"S";"1";"8";FALSE;"9_GSM2906399BoneMarrow2"
"GSM2906399BoneMarrow2_1171";"GSM2906399BoneMarrow2";1077;642;"GSM2906399BoneMarrow2";"Marrow";33,8526217596215;26,2678510731274;0,135368413338721;0,506502223704695;0,0295398095633696;0;0,16969328660358;0,985496924643439;0,977495464029861;0,10650729804817;0,100722031037067;0,334057185072482;0,038069349381344;0;0,152277397525376;0,988337793572065;0,967590762697728;0,120385853085769;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,015258149411147;-0,004226869694182;"S";"1";"8";FALSE;"9_GSM2906399BoneMarrow2"
"GSM2906400BoneMarrow3_3676";"GSM2906400BoneMarrow3";621;381;"GSM2906400BoneMarrow3";"GSE107727";25,6515106767613;20,3469899493758;0,0954910521118846;0,494652252662241;0,31187247023418;0;0,145864991497895;0,989304505324483;0,975380839034177;0,0954910521118846;0,109896745565965;0,399274704752345;0,0982946374365981;0;0,155417468040052;0,987848880460984;0,964340028631632;0,120385853085769;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,086108418978424;0,146825652923732;"G2M";"11";"8";FALSE;"9_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_212";"GSM2906400BoneMarrow3";2243;1111;"GSM2906400BoneMarrow3";"GSE107727";48,3114893167247;34,2636833980236;0,0970869626699685;0,451124463889348;0,0462843934046492;0;0,178059616639983;0,984019701490789;0,984455012151981;0,0878184619667801;0,065260583677608;0,269076279692238;0,0412744171706498;0;0,172663274825872;0,984980910234511;0,974111222918972;0,116741681083556;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0498151277791847;0,0434855166920824;"G2M";"1";"8";FALSE;"9_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_611";"GSM2906400BoneMarrow3";1664;951;"GSM2906400BoneMarrow3";"GSE107727";42,3083916026124;32,1558703816271;0,137820221331346;0,47975785326075;0,0236359729623533;0;0,162040066774312;0,986784179423128;0,971665620577517;0,118179864811766;0,0879598994267085;0,279886686107005;0,0310985206785561;0;0,161592653566472;0,986857545096224;0,962045692726503;0,131939849140063;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0366548460686097;-0,027705591991599;"S";"1";"8";FALSE;"9_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_81";"GSM2906400BoneMarrow3";2406;1025;"GSM2906400BoneMarrow3";"GSE107727";49,8598034492716;32,8937684067971;0,0723137883833086;0,335005193221115;0,260731071939071;0;0,182721008686154;0,983164804590113;0,985616590952292;0,0874231072325727;0,0679784678315464;0,265028858331718;0,0608017900310482;0;0,182405370093144;0,983223413554205;0,974252640244834;0,121603580062096;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0949004586829643;0,0714891180144717;"S";"11";"8";FALSE;"9_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_114";"GSM2906400BoneMarrow3";2749;1310;"GSM2906400BoneMarrow3";"GSE107727";54,0925133451941;37,4432904536981;0,134586275235949;0,503236279740196;0;0;0,192120946185182;0,981371255966319;0,978406644776455;0,0942647918955649;0,0597187894120813;0,25476906272342;0;0;0,177154558275625;0,984183043179554;0,968107703184071;0,110116006784079;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0316157334563922;0,00208391911136313;"G2M";"3";"8";FALSE;"9_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_1354";"GSM2906400BoneMarrow3";1328;763;"GSM2906400BoneMarrow3";"GSE107727";37,4432904536981;28,4604989415154;0,106828218127527;0,494621571796796;0,0377694787300249;0;0,171008588183532;0,98526953813029;0,97800343942754;0,0962936545313123;0,0702728368926307;0,312299318279004;0,0496903994999953;0;0,168508343201146;0,985700227387417;0,971189928151651;0,11653431646335;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00944068467012388;-0,0714347997805236;"G1";"1";"8";FALSE;"9_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_1888";"GSM2906400BoneMarrow3";1124;647;"GSM2906400BoneMarrow3";"GSE107727";34,6121365997536;26,3628526529281;0,115566399331398;0,530379270224437;0,0646035812049728;0;0,189454889772644;0,981889425923935;0,974636613074796;0,132397943182406;0,0929144419623766;0,337148431329884;0,0657004319817604;0;0,160932534235746;0,986965409436653;0,96782779846521;0,141929154482391;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0443710432201323;0,02272826727393;"G2M";"1";"8";FALSE;"9_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_2535";"GSM2906400BoneMarrow3";830;550;"GSM2906400BoneMarrow3";"GSE107727";29,7993288515027;24,3515913237718;0,129968811227509;0,492053977849094;0,075037528148458;0;0,171111891110113;0,985251602749633;0,975487865929954;0,0949157995752499;0,108647984268766;0,353255159084618;0,0580747904139041;0;0,174224371241712;0,984705980719844;0,969170643865599;0,108647984268766;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0674493676884234;-0,0191827513157892;"S";"1";"8";FALSE;"9_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_2544";"GSM2906400BoneMarrow3";824;524;"GSM2906400BoneMarrow3";"GSE107727";29,4957624075053;23,7276210354093;0,112444111277201;0,508547627715608;0,151619608715781;0;0,151619608715781;0,988438917815802;0,978504606206745;0,0896993701844904;0,10323368445272;0,355119873189217;0,0842899503922179;0;0,168579900784436;0,985687991735473;0,968417801003357;0,11150512337989;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00446003559535793;0,0682266804811546;"G2M";"11";"8";FALSE;"9_GSM2906400BoneMarrow3"
"GSM2906400BoneMarrow3_3332";"GSM2906400BoneMarrow3";689;454;"GSM2906400BoneMarrow3";"GSE107727";26,8514431641951;21,9544984001001;0,083275523174913;0,462160397491724;0,139346602858324;0;0,166551046349826;0,986032833611426;0,978265894778948;0,111725838408579;0,0910975037348554;0,375604630128908;0,0788927524557325;0;0,176409557423081;0,984316853482552;0,97158808272314;0,128831325280166;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0175201158295779;0,0557951598324816;"G2M";"11";"8";FALSE;"9_GSM2906400BoneMarrow3"
"GSM2906401BoneMarrowcKit1_228";"GSM2906401BoneMarrowcKit1";3955;1634;"GSM2906401BoneMarrowcKit1";"GSE107727";64,8228354825674;42,0356991139674;0,111243244718402;0,559628625072871;0;0;0,187673448253711;0,982231478227287;0,975545832641891;0,0987788360346381;0,071367910210471;0,239079540318186;0;0;0,168215777563122;0,985750197655995;0,963099598991618;0,103695169473043;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0465858502323057;0,0205316321303251;"G2M";"3";"8";FALSE;"9_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_4294";"GSM2906401BoneMarrowcKit1";775;499;"GSM2906401BoneMarrowcKit1";"GSE107727";28,5306852353742;23;0,105149945584917;0,566249786436004;0,0350499818616391;0;0,164398987305357;0,986393923832144;0,981399492125894;0,0607083493887265;0,0869565217391304;0,376532784254104;0,0434782608695652;0;0,162680755946693;0,986678758079149;0,975115717043731;0,0753065568508208;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0621573604031485;-0,0267018752368191;"S";"1";"8";FALSE;"9_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_62";"GSM2906401BoneMarrowcKit1";5922;2139;"GSM2906401BoneMarrowcKit1";"GSE107727";79,0569415042095;47,8434948556227;0,115238882327103;0,526725735084209;0,0473286382647969;0;0,186333035181634;0,982486641130555;0,979224182707923;0,08;0,0627044493520613;0,207967131186631;0,0362024307127998;0;0,16721186493883;0,985920986805575;0,967582910406269;0,112557931300489;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00282168913067056;0,0285159421290553;"G2M";"1";"8";FALSE;"9_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_3317";"GSM2906401BoneMarrowcKit1";1578;800;"GSM2906401BoneMarrowcKit1";"GSE107727";40,9756024970958;29,5296461204668;0,111836688558286;0,530207236951312;0;0;0,198265258093808;0,980148400719501;0,974664157732943;0,106377909729323;0,0895964448835991;0,306654035107491;0;0;0,158837520120925;0,987304736239949;0,960814830034736;0,139625974818573;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00979279688707867;0,00612713399206219;"G2M";"3";"8";FALSE;"9_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_1858";"GSM2906401BoneMarrowcKit1";1978;1051;"GSM2906401BoneMarrowcKit1";"GSE107727";45,9565011723042;33,734255586866;0,123091490979333;0,530330085889911;0,0307728727448332;0;0,189696727659832;0,981842732577449;0,975310750789747;0,0997155044021832;0,0726113471357244;0,27168678337399;0,0419221808150319;0;0,177860750018626;0,984055665906564;0,963298375885781;0,122223109829729;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0147664758004988;-0,0268279762699917;"S";"1";"8";FALSE;"9_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_807";"GSM2906401BoneMarrowcKit1";2884;1462;"GSM2906401BoneMarrowcKit1";"GSE107727";55,7673739743947;39,7994974842648;0,145677262988321;0,50686604076397;0;0;0,176606088827459;0,984281610815252;0,972450083031072;0,125521420521146;0,0753778361444409;0,239686242720551;0;0;0,168549965615811;0,985693111009156;0,962687735856065;0,135307356814331;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0380528112276297;0,0190005760704212;"G2M";"3";"8";FALSE;"9_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_990";"GSM2906401BoneMarrowcKit1";2811;1250;"GSM2906401BoneMarrowcKit1";"GSE107727";54,7631262803723;36,8239052790439;0,122494904658204;0,55686925556118;0;0;0,174193707739225;0,984711405531621;0,975696671442969;0,106475876943044;0,0768095372642568;0,264686601569002;0;0;0,151199725304491;0,988503233716434;0,962803796441662;0,127374207713181;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,000289771674514092;-0,0289797005513657;"S";"3";"8";FALSE;"9_GSM2906401BoneMarrowcKit1"
"GSM2906401BoneMarrowcKit1_3310";"GSM2906401BoneMarrowcKit1";1260;712;"GSM2906401BoneMarrowcKit1";"GSE107727";36,5650105975644;27,7668867538296;0,116030068576047;0,575620376854236;0;0;0,193383447626745;0,981123255347662;0,977686736013695;0,116030068576047;0,0952844060092436;0,326121729757424;0;0;0,176432436556492;0,984312752803061;0,965688937089269;0,134752499260937;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0518609002547821;-0,0541235862333158;"S";"3";"8";FALSE;"9_GSM2906401BoneMarrowcKit1"
